PODXL	endothelial cells, kidney glomerulus podocyte
PROK1	endothelial cells
PTGIR	endothelial cells, megakaryocyte
PTGS1	endothelial cells
PTX3	endothelial cells, neutrophil granulocyte
RCAN2	endothelial cells, fibroblasts
REM1	endothelial cells
RHOJ	endothelial cells
S1PR1	endothelial cells
S1PR3	endothelial cells
SASH1	endothelial cells
SCARF1	endothelial cells
SCUBE1	endothelial cells, megakaryocyte
SELE	endothelial cells
SELL	endothelial cells, lymphoid, neutrophil granulocyte
SELP	endothelial cells, megakaryocyte, monocyte, neutrophil granulocyte
SEMA3F	endothelial cells
SEMA3G	endothelial cells
SEMA4A	endothelial cells, neuron retina horizontal cell
SHROOM2	endothelial cells, neuron retina horizontal cell
SLC7A14	endothelial cells, fibroblasts, neuron retina horizontal cell
SMOC2	endothelial cells
SPRY2	endothelial cells, fibroblasts
STAB1	endothelial cells
STAB2	endothelial cells
THSD7A	endothelial cells
TIMP2	endothelial cells, neutrophil granulocyte
TJP2	endothelial cells
TNFAIP1	endothelial cells
TNFAIP2	endothelial cells
TNFSF4	endothelial cells
TNFSF12	endothelial cells
TNFSF15	endothelial cells
TNFSF18	endothelial cells
TNIP2	endothelial cells
TNMD	endothelial cells
TYMP	endothelial cells
VCAM1	endothelial cells, lymphoid
VEGFA	endothelial cells, megakaryocyte
VEGFB	endothelial cells, megakaryocyte
VEGFC	endothelial cells, megakaryocyte
VEGFD	endothelial cells, megakaryocyte
CCL11	eosinophil granulocyte, neutrophil granulocyte
CCL28	eosinophil granulocyte
COLCA1	eosinophil granulocyte
CYSLTR1	eosinophil granulocyte, smooth muscle cell
EPX	eosinophil granulocyte, neutrophil granulocyte
FAF2	eosinophil granulocyte, neutrophil granulocyte
FCAR	eosinophil granulocyte, macrophage, monocyte, myeloid, neutrophil granulocyte
FIP1L1	eosinophil granulocyte, megakaryocyte, progenitor
PDE4DIP	eosinophil granulocyte
PDGFRA	eosinophil granulocyte, megakaryocyte
PDGFRB	eosinophil granulocyte, macrophage, megakaryocyte
PRG2	eosinophil granulocyte, neutrophil granulocyte
CRISP1	epididymal basal cell
EDDM3A	epididymal basal cell
EDDM3B	epididymal basal cell
ACHE	erythrocyte
ACTN1	erythrocyte, megakaryocyte
ACYP1	erythrocyte
ACYP2	erythrocyte
ADD2	erythrocyte
ADD3	erythrocyte
AK1	erythrocyte
ALAS1	erythrocyte
ALAS2	erythrocyte
AMPD3	erythrocyte, neutrophil granulocyte
ANK1	erythrocyte
AQP1	erythrocyte
ART4	erythrocyte
BCAM	erythrocyte
BPGM	erythrocyte
CA2	erythrocyte
CD47	erythrocyte, neutrophil granulocyte
CYB5R1	erythrocyte, megakaryocyte
CYB5R2	erythrocyte, macrophage, neutrophil granulocyte
CYB5R3	erythrocyte, neutrophil granulocyte
CYB5R4	erythrocyte
CYB5RL	erythrocyte
DMTN	erythrocyte
EDRF1	erythrocyte
EPB41	erythrocyte
EPB41L1	erythrocyte
EPB42	erythrocyte
EPO	erythrocyte
EPOR	erythrocyte
ERMAP	erythrocyte
FERMT3	erythrocyte, megakaryocyte
FLVCR1	erythrocyte
FRMD3	erythrocyte
FUT3	erythrocyte, progenitor
GATA1	erythrocyte, hematopoietic stem cell, megakaryocyte
GCNT2	erythrocyte
GFI1B	erythrocyte, megakaryocyte
GIF	erythrocyte
GYPA	erythrocyte
GYPB	erythrocyte
GYPC	erythrocyte
HBA1	erythrocyte
HBA2	erythrocyte
HBB	erythrocyte, megakaryocyte, neutrophil granulocyte
HBQ1	erythrocyte
HBS1L	erythrocyte, megakaryocyte, monocyte
HNMT	erythrocyte
ITCH	erythrocyte, hematopoietic stem cell, lymphoid
ITPA	erythrocyte
KLF1	erythrocyte
MAFB	erythrocyte, myeloid
MAFG	erythrocyte, megakaryocyte
MAFK	erythrocyte, megakaryocyte
MPP1	erythrocyte, neuron retina horizontal cell
NFE2L1	erythrocyte
NFE4	erythrocyte
NRF1	erythrocyte
RHAG	erythrocyte
RHBG	erythrocyte
RHCE	erythrocyte
RHD	erythrocyte
RPS19	erythrocyte, progenitor
SEMA7A	erythrocyte
SLC4A1	erythrocyte
SLC14A1	erythrocyte
SLC16A1	erythrocyte
SMIM1	erythrocyte
SPIC	erythrocyte, macrophage
SPTA1	erythrocyte
SPTB	erythrocyte
STOM	erythrocyte, neutrophil granulocyte
TFCP2	erythrocyte
TFR2	erythrocyte, hepatocyte
TMOD1	erythrocyte
TRIM10	erythrocyte
ZNF16	erythrocyte
ADRA1B	fibroblasts
AKT1	fibroblasts, megakaryocyte
C19orf33	fibroblasts
CASP5	fibroblasts
CEP57	fibroblasts
CFAP53	fibroblasts
CLCN3	fibroblasts, smooth muscle cell
CNTRL	fibroblasts
COL16A1	fibroblasts
CRKL	fibroblasts
DCHS1	fibroblasts
ELN	fibroblasts, monocyte
EXOC2	fibroblasts
FAP	fibroblasts
FAS	fibroblasts
FBRS	fibroblasts
FGF2	fibroblasts
FGF3	fibroblasts
FGF4	fibroblasts
FGF5	fibroblasts
FGF6	fibroblasts
FGF8	fibroblasts
FGF9	fibroblasts
FGF10	fibroblasts, progenitor
FGF11	fibroblasts
FGF12	fibroblasts
FGF13	fibroblasts
FGF14	fibroblasts
FGF17	fibroblasts
FGF18	fibroblasts
FGF19	fibroblasts
FGF20	fibroblasts
FGF22	fibroblasts
FGF23	fibroblasts
FGFBP1	fibroblasts
FGFBP2	fibroblasts
FGFR1	fibroblasts
FGFR2	fibroblasts
FGFR3	fibroblasts
FGFR4	fibroblasts
FGFRL1	fibroblasts
FIBP	fibroblasts
FRS3	fibroblasts
GALNT6	fibroblasts
HAS1	fibroblasts
HAS2	fibroblasts
IL17RD	fibroblasts
KIAA0556	fibroblasts
LRIT3	fibroblasts
MAGOH	fibroblasts
MAPK6	fibroblasts
MYT1L	fibroblasts
NR4A1	fibroblasts
PCDHGB4	fibroblasts
PDAP1	fibroblasts, neutrophil granulocyte
PRKAR1A	fibroblasts, megakaryocyte
PRRX2	fibroblasts
QSOX1	fibroblasts, megakaryocyte, neutrophil granulocyte
RNF213	fibroblasts
ROCK1	fibroblasts, megakaryocyte, neutrophil granulocyte
RTTN	fibroblasts
SGO1	fibroblasts
ST3GAL5	fibroblasts
TLN1	fibroblasts, megakaryocyte, osteoclast
TLN2	fibroblasts, osteoclast
TMEM107	fibroblasts
TMEM138	fibroblasts
TMEM165	fibroblasts
UQCC1	fibroblasts
WISP1	fibroblasts
ZMYM2	fibroblasts
ACRBP	gastric gland zymogenic cell, progenitor
ATP6AP1	gastric gland zymogenic cell
ATP6V1A	gastric gland zymogenic cell
ATP6V1B1	gastric gland zymogenic cell
ATP6V1B2	gastric gland zymogenic cell, osteoclast
ATP6V1C1	gastric gland zymogenic cell
ATP6V1C2	gastric gland zymogenic cell
ATP6V1D	gastric gland zymogenic cell, neutrophil granulocyte
ATP6V1E1	gastric gland zymogenic cell
ATP6V1F	gastric gland zymogenic cell
ATP6V1G1	gastric gland zymogenic cell
ATP6V1G2	gastric gland zymogenic cell
ATP6V1G3	gastric gland zymogenic cell
ATP6V1H	gastric gland zymogenic cell
ATP6V0A1	gastric gland zymogenic cell, neutrophil granulocyte
ATP6V0A4	gastric gland zymogenic cell
ATP6V0B	gastric gland zymogenic cell
ATP6V0C	gastric gland zymogenic cell, neutrophil granulocyte
ATP6V0D1	gastric gland zymogenic cell
ATP6V0E1	gastric gland zymogenic cell
CELA2A	gastric gland zymogenic cell
CELA2B	gastric gland zymogenic cell
CELA3A	gastric gland zymogenic cell
CELA3B	gastric gland zymogenic cell
CPA4	gastric gland zymogenic cell
CTRL	gastric gland zymogenic cell
DNASE1	gastric gland zymogenic cell
F7	gastric gland zymogenic cell, progenitor
F9	gastric gland zymogenic cell, progenitor
F11	gastric gland zymogenic cell
F12	gastric gland zymogenic cell
F13A1	gastric gland zymogenic cell, megakaryocyte
F13B	gastric gland zymogenic cell, megakaryocyte
GP2	gastric gland zymogenic cell
MASP1	gastric gland zymogenic cell
NAPSA	gastric gland zymogenic cell
PGC	gastric gland zymogenic cell
PLG	gastric gland zymogenic cell, megakaryocyte
SPINK1	gastric gland zymogenic cell, pancreatic acinar cell
TCIRG1	gastric gland zymogenic cell, neutrophil granulocyte
VMP1	gastric gland zymogenic cell
IL1RL1	helper t cell
IL27RA	helper t cell
BAG2	hematopoietic stem cell
BAG3	hematopoietic stem cell
BAG4	hematopoietic stem cell
BAG5	hematopoietic stem cell
CBFB	hematopoietic stem cell, megakaryocyte, myeloid, osteoblast
DNAJC13	hematopoietic stem cell, neutrophil granulocyte
GATA2	hematopoietic stem cell, megakaryocyte
H2AFB1	hematopoietic stem cell, megakaryocyte
H2AFJ	hematopoietic stem cell, megakaryocyte
H2AFV	hematopoietic stem cell, megakaryocyte
H2AFX	hematopoietic stem cell, megakaryocyte
H2AFZ	hematopoietic stem cell, megakaryocyte
H2BFS	hematopoietic stem cell, megakaryocyte
H3F3A	hematopoietic stem cell, megakaryocyte
H3F3B	hematopoietic stem cell, megakaryocyte
HIST1H2AB	hematopoietic stem cell, megakaryocyte
HIST1H2AC	hematopoietic stem cell, megakaryocyte
HIST1H2AD	hematopoietic stem cell, megakaryocyte
HIST1H2AE	hematopoietic stem cell, megakaryocyte
HIST1H2AJ	hematopoietic stem cell, megakaryocyte
HIST1H2BA	hematopoietic stem cell, megakaryocyte
HIST1H2BB	hematopoietic stem cell, megakaryocyte
HIST1H2BC	hematopoietic stem cell, megakaryocyte
HIST1H2BD	hematopoietic stem cell, megakaryocyte
HIST1H2BE	hematopoietic stem cell, megakaryocyte
HIST1H2BF	hematopoietic stem cell, megakaryocyte
HIST1H2BG	hematopoietic stem cell, megakaryocyte
HIST1H2BH	hematopoietic stem cell, megakaryocyte
HIST1H2BI	hematopoietic stem cell, megakaryocyte
HIST1H2BJ	hematopoietic stem cell, megakaryocyte
HIST1H2BK	hematopoietic stem cell, megakaryocyte
HIST1H2BL	hematopoietic stem cell, megakaryocyte
HIST1H2BM	hematopoietic stem cell, megakaryocyte
HIST1H2BN	hematopoietic stem cell, megakaryocyte
HIST1H2BO	hematopoietic stem cell, megakaryocyte
HIST1H3A	hematopoietic stem cell, megakaryocyte
HIST1H3B	hematopoietic stem cell, megakaryocyte
HIST1H3C	hematopoietic stem cell, megakaryocyte
HIST1H3D	hematopoietic stem cell, megakaryocyte
HIST1H3E	hematopoietic stem cell, megakaryocyte
HIST1H3F	hematopoietic stem cell, megakaryocyte
HIST1H3G	hematopoietic stem cell, megakaryocyte
HIST1H3H	hematopoietic stem cell, megakaryocyte
HIST1H3I	hematopoietic stem cell, megakaryocyte
HIST1H3J	hematopoietic stem cell, megakaryocyte
HIST1H4A	hematopoietic stem cell, megakaryocyte
HIST1H4B	hematopoietic stem cell, megakaryocyte
HIST1H4C	hematopoietic stem cell, megakaryocyte
HIST1H4D	hematopoietic stem cell, megakaryocyte
HIST1H4E	hematopoietic stem cell, megakaryocyte
HIST1H4F	hematopoietic stem cell, megakaryocyte
HIST1H4H	hematopoietic stem cell, megakaryocyte
HIST1H4I	hematopoietic stem cell, megakaryocyte
HIST1H4J	hematopoietic stem cell, megakaryocyte
HIST1H4K	hematopoietic stem cell, megakaryocyte
HIST1H4L	hematopoietic stem cell, megakaryocyte
HIST2H2AA3	hematopoietic stem cell, megakaryocyte
HIST2H2AA4	hematopoietic stem cell, megakaryocyte
HIST2H2AC	hematopoietic stem cell, megakaryocyte
HIST2H2BE	hematopoietic stem cell, megakaryocyte
HIST2H3A	hematopoietic stem cell, megakaryocyte
HIST2H3C	hematopoietic stem cell, megakaryocyte
HIST2H3D	hematopoietic stem cell, megakaryocyte
HIST2H4A	hematopoietic stem cell, megakaryocyte
HIST2H4B	hematopoietic stem cell, megakaryocyte
HIST3H2BB	hematopoietic stem cell, megakaryocyte
HIST4H4	hematopoietic stem cell, megakaryocyte
HSCB	hematopoietic stem cell
HSPH1	hematopoietic stem cell
KMT2A	hematopoietic stem cell, lymphoid, megakaryocyte, myeloid
LDB1	hematopoietic stem cell
LMO1	hematopoietic stem cell
LMO2	hematopoietic stem cell
MNAT1	hematopoietic stem cell
MYB	hematopoietic stem cell, megakaryocyte
NELFB	hematopoietic stem cell
PIWIL1	hematopoietic stem cell
RUNX1	hematopoietic stem cell, megakaryocyte, myeloid
SPI1	hematopoietic stem cell, lymphoid, myeloid
TAL1	hematopoietic stem cell
TCF12	hematopoietic stem cell
THY1	hematopoietic stem cell
TP73	hematopoietic stem cell
VPS72	hematopoietic stem cell
WNT7A	hematopoietic stem cell
YAP1	hematopoietic stem cell, osteoblast
ZFX	hematopoietic stem cell
ABCB4	hepatocyte
ABCC2	hepatocyte
AHSG	hepatocyte, megakaryocyte, neutrophil granulocyte
CFHR4	hepatocyte
CTNND2	hepatocyte
FETUB	hepatocyte
FOXA1	hepatocyte
FOXA2	hepatocyte
FOXA3	hepatocyte
GATA5	hepatocyte, megakaryocyte, smooth muscle cell
GPT2	hepatocyte
HABP2	hepatocyte
HAP1	hepatocyte
HEPN1	hepatocyte
HGF	hepatocyte, megakaryocyte
HGFAC	hepatocyte, progenitor
HNF1B	hepatocyte, progenitor
HNF4A	hepatocyte
ITIH1	hepatocyte
MACC1	hepatocyte
MET	hepatocyte
ONECUT2	hepatocyte
SLC10A1	hepatocyte
SLCO1B1	hepatocyte
SNX15	hepatocyte
SPINT2	hepatocyte
ST14	hepatocyte
STAM	hepatocyte
TNFSF14	hepatocyte, lymphoid
TTPA	hepatocyte
TCF7	innate lymphoid cell, lymphoid, natural killer cell
COBL	intestinal brush border cell with microvilli
DNAAF1	intestinal brush border cell with microvilli
MYO7B	intestinal brush border cell with microvilli
KRT20	isolated goblet cell of respiratory and digestive tract
SLC26A3	isolated goblet cell of respiratory and digestive tract
TFF3	isolated goblet cell of respiratory and digestive tract
PRKG2	juxtaglomerular cell renin secretion
AQP3	kidney collecting duct cell
NPHS1	kidney glomerulus podocyte
ARHGEF25	lens cells
AMH	leydig cell of testes secreting testosterone
LHCGR	leydig cell of testes secreting testosterone
SLC12A1	loop of henle thin segment cell
UMOD	loop of henle thin segment cell
AFF1	lymphoid
AFF3	lymphoid
ARHGEF12	lymphoid, myeloid
B2M	lymphoid, neutrophil granulocyte
C3	lymphoid, neutrophil granulocyte
CCR8	lymphoid, macrophage, monocyte
CD1A	lymphoid
CD1B	lymphoid
CD1C	lymphoid
CD1D	lymphoid
CD3E	lymphoid
CD3G	lymphoid
CD8A	lymphoid
CD8B	lymphoid
CD33	lymphoid, neutrophil granulocyte
CD34	lymphoid
CD81	lymphoid
CD96	lymphoid
CD99	lymphoid
CD160	lymphoid
CD200R1	lymphoid, myeloid
CD247	lymphoid
CD300A	lymphoid, neutrophil granulocyte
CD300C	lymphoid, monocyte, neutrophil granulocyte
CD300E	lymphoid, myeloid
CD300LB	lymphoid, myeloid
CD300LD	lymphoid
CD300LF	lymphoid
CD300LG	lymphoid
CDH1	lymphoid
CLEC2B	lymphoid
CLEC2D	lymphoid, natural killer cell, osteoclast
CLEC4G	lymphoid
COL1A1	lymphoid, megakaryocyte, osteoblast
COL1A2	lymphoid, megakaryocyte
COL2A1	lymphoid
COL3A1	lymphoid
COL17A1	lymphoid
CRTAM	lymphoid
CXADR	lymphoid
ELF1	lymphoid
FCGR1A	lymphoid
FCGR3A	lymphoid, neutrophil granulocyte
FIZ1	lymphoid, neuron retina horizontal cell
GPR183	lymphoid
HCST	lymphoid
HELLS	lymphoid
HLA-A	lymphoid
HLA-B	lymphoid, neutrophil granulocyte
HLA-C	lymphoid, neutrophil granulocyte
HLA-F	lymphoid
HLA-G	lymphoid
HLF	lymphoid
ICAM2	lymphoid
ICAM3	lymphoid
ICAM4	lymphoid
ICAM5	lymphoid, microglial cell central nervous system
IFITM1	lymphoid
IKZF4	lymphoid
IKZF5	lymphoid
IRF7	lymphoid
ITGA4	lymphoid
ITGAL	lymphoid, neutrophil granulocyte
ITGB1	lymphoid, megakaryocyte
ITGB2	lymphoid, neutrophil granulocyte
ITGB7	lymphoid
JAML	lymphoid
KIR2DL1	lymphoid, natural killer cell
KIR2DL3	lymphoid, natural killer cell
KIR2DL4	lymphoid, natural killer cell
KIR3DL1	lymphoid, natural killer cell
KIR3DL2	lymphoid, natural killer cell
KLRB1	lymphoid
KLRC1	lymphoid
KLRD1	lymphoid
KLRF1	lymphoid
KLRG1	lymphoid
KLRK1	lymphoid
KMT2C	lymphoid, megakaryocyte, myeloid
KMT2E	lymphoid, megakaryocyte, myeloid
LAIR2	lymphoid, megakaryocyte
LILRA5	lymphoid, monocyte
LILRA6	lymphoid
LILRB1	lymphoid
LILRB2	lymphoid, neutrophil granulocyte
LILRB3	lymphoid, neutrophil granulocyte
LILRB4	lymphoid
LILRB5	lymphoid
LPXN	lymphoid
LRMP	lymphoid, neutrophil granulocyte
LTA	lymphoid
LTB	lymphoid
LTBR	lymphoid
MICB	lymphoid
MLLT11	lymphoid
MRVI1	lymphoid, myeloid
MS4A3	lymphoid, neutrophil granulocyte
MS4A4A	lymphoid
MS4A5	lymphoid
MS4A6A	lymphoid
MS4A6E	lymphoid
MS4A7	lymphoid
MS4A8	lymphoid
MYDGF	lymphoid
NCKIPSD	lymphoid, myeloid
NCR1	lymphoid
NCR2	lymphoid
NCR3	lymphoid
NCR3LG1	lymphoid
NECTIN2	lymphoid
NHLH1	lymphoid
NPDC1	lymphoid
OSCAR	lymphoid, monocyte, neutrophil granulocyte, osteoclast
PBK	lymphoid
PIANP	lymphoid
PILRA	lymphoid
PILRB	lymphoid
PIM1	lymphoid, myeloid
PTPN22	lymphoid
PVR	lymphoid
RAET1E	lymphoid
RORC	lymphoid
S1PR4	lymphoid
SARNP	lymphoid, myeloid
SFTPD	lymphoid
SH2D1B	lymphoid
SH3GL1	lymphoid, myeloid
SIGLEC1	lymphoid, macrophage
SIGLEC5	lymphoid, macrophage, monocyte, neutrophil granulocyte
SIGLEC6	lymphoid
SIGLEC7	lymphoid
SIGLEC8	lymphoid
SIGLEC9	lymphoid, neutrophil granulocyte
SIGLEC11	lymphoid
SIGLEC12	lymphoid, macrophage
SLAMF6	lymphoid
SLAMF7	lymphoid
SPIB	lymphoid
TCF7L1	lymphoid
TLR10	lymphoid
TRAV8-4	lymphoid
TRAV19	lymphoid
TRAV29DV5	lymphoid
TRBV7-9	lymphoid
TREM1	lymphoid, monocyte, myeloid, neutrophil granulocyte
TREM2	lymphoid
TREML1	lymphoid, megakaryocyte, myeloid
TREML2	lymphoid
TREML4	lymphoid
TSN	lymphoid
TYROBP	lymphoid, myeloid, neutrophil granulocyte
ULBP1	lymphoid
ULBP3	lymphoid
ABCA2	macrophage
ABCA6	macrophage
ABCA9	macrophage, monocyte
ABCG1	macrophage
AIF1	macrophage, smooth muscle cell
ANPEP	macrophage, neutrophil granulocyte
APOC1	macrophage, monocyte
AUH	macrophage
BCL2A1	macrophage
CCL3	macrophage
CCL7	macrophage, monocyte
CCR1	macrophage, monocyte, myeloid, progenitor
CCR5	macrophage, monocyte
CCRL2	macrophage, monocyte, neutrophil granulocyte
CD14	macrophage, monocyte, neutrophil granulocyte
CD74	macrophage, progenitor
CD163	macrophage, monocyte
CHI3L1	macrophage, neutrophil granulocyte
CHIT1	macrophage, monocyte, neutrophil granulocyte
CPM	macrophage, monocyte
CSF1	macrophage, progenitor
CSF1R	macrophage, myeloid
CSF2	macrophage, myeloid
CSF2RA	macrophage
CTSS	macrophage, neutrophil granulocyte
CXCL13	macrophage
DGKG	macrophage
FCGR2A	macrophage, neutrophil granulocyte
FOLR2	macrophage
GAB3	macrophage
GAPDH	macrophage
GCA	macrophage, neutrophil granulocyte
GLIPR1	macrophage, neutrophil granulocyte
GPBAR1	macrophage
HAMP	macrophage
HAVCR2	macrophage
IFNA1	macrophage, megakaryocyte
IL1A	macrophage, monocyte
IL1B	macrophage
IL12B	macrophage, natural killer cell
IL32	macrophage
IL34	macrophage, monocyte
IRAK3	macrophage, monocyte
LACC1	macrophage
LGALS3BP	macrophage, megakaryocyte
LITAF	macrophage, monocyte
MAEA	macrophage
MMD	macrophage, monocyte
MRC1	macrophage
MSR1	macrophage
MST1R	macrophage, progenitor
NR1H3	macrophage
P2RX7	macrophage, megakaryocyte
PADI2	macrophage, neutrophil granulocyte
PADI4	macrophage
PAM16	macrophage
PRKCE	macrophage
PRKX	macrophage
SCARA3	macrophage
SLC40A1	macrophage
XCR1	macrophage
ZC3H12B	macrophage
CEL	mammary gland cell milk secretion
CTSV	mammary gland cell milk secretion
PPFIA1	mammary gland cell milk secretion
PPFIA2	mammary gland cell milk secretion
PPFIA3	mammary gland cell milk secretion
PPFIBP1	mammary gland cell milk secretion
PTHLH	mammary gland cell milk secretion
STAT5B	mammary gland cell milk secretion
TNNI2	mammary gland cell milk secretion
UACA	mammary gland cell milk secretion
UGP2	mammary gland cell milk secretion, progenitor
C12orf4	mast cell
CMA1	mast cell
CPA3	mast cell
HPGDS	mast cell, megakaryocyte
HRH2	mast cell
HRH3	mast cell
HRH4	mast cell
KIT	mast cell
MCEMP1	mast cell, neutrophil granulocyte
MYO1G	mast cell
RASGRP4	mast cell, myeloid
SCRN1	mast cell
TMPRSS11D	mast cell
A1BG	megakaryocyte, neutrophil granulocyte
A2M	megakaryocyte
ABCC4	megakaryocyte
ACBD5	megakaryocyte
ACTB	megakaryocyte
ACTN2	megakaryocyte
ACTN4	megakaryocyte
AGO1	megakaryocyte
AGO3	megakaryocyte
AGO4	megakaryocyte
AK3	megakaryocyte
AKAP1	megakaryocyte
AKAP10	megakaryocyte
AKT3	megakaryocyte
ALB	megakaryocyte
ALDOA	megakaryocyte, neutrophil granulocyte
ALOX12	megakaryocyte
ANO6	megakaryocyte, neutrophil granulocyte
ANXA5	megakaryocyte
AP3B1	megakaryocyte
AP3D1	megakaryocyte
APLP2	megakaryocyte, progenitor
APOA1	megakaryocyte
APOB	megakaryocyte
APOH	megakaryocyte
APOOL	megakaryocyte
APP	megakaryocyte, progenitor
ASH2L	megakaryocyte
AVPR1A	megakaryocyte
BLOC1S1	megakaryocyte
BLOC1S3	megakaryocyte
BLOC1S4	megakaryocyte
BLOC1S5	megakaryocyte
BRPF3	megakaryocyte
CABLES1	megakaryocyte
CABLES2	megakaryocyte
CALU	megakaryocyte
CAP1	megakaryocyte, neutrophil granulocyte
CAPZA1	megakaryocyte
CAPZA2	megakaryocyte
CAPZB	megakaryocyte
CARMIL1	megakaryocyte
CAST	megakaryocyte, progenitor
CBX5	megakaryocyte
CD9	megakaryocyte, oocyte
CD63	megakaryocyte, neutrophil granulocyte
CD69	megakaryocyte, natural killer cell
CDK5	megakaryocyte
CFL1	megakaryocyte
CHID1	megakaryocyte
CIB1	megakaryocyte
CLEC3B	megakaryocyte
CLK2	megakaryocyte
CLNS1A	megakaryocyte
CLU	megakaryocyte
DCX	megakaryocyte
DNM3	megakaryocyte
DOCK1	megakaryocyte
DOCK3	megakaryocyte
DOCK4	megakaryocyte
DOCK5	megakaryocyte
DOCK8	megakaryocyte
DOCK9	megakaryocyte
DOCK10	megakaryocyte
DOCK11	megakaryocyte
DPY30	megakaryocyte, progenitor
DTNBP1	megakaryocyte
ECM1	megakaryocyte
EGF	megakaryocyte
EHD1	megakaryocyte
EHD2	megakaryocyte
EHD3	megakaryocyte
ENDOD1	megakaryocyte
F2	megakaryocyte, progenitor
F5	megakaryocyte
F8	megakaryocyte
FAM3C	megakaryocyte
FAM49B	megakaryocyte
FBLN1	megakaryocyte
FCER1G	megakaryocyte, neutrophil granulocyte
FGA	megakaryocyte
FGB	megakaryocyte
FGG	megakaryocyte
FGL1	megakaryocyte
FGR	megakaryocyte, neutrophil granulocyte
FLNA	megakaryocyte
FLNB	megakaryocyte
FN1	megakaryocyte
FYB1	megakaryocyte
GAS6	megakaryocyte, progenitor
GATA4	megakaryocyte
GATA6	megakaryocyte
GNAQ	megakaryocyte
GP5	megakaryocyte
GP6	megakaryocyte
GP9	megakaryocyte
GTPBP2	megakaryocyte
HABP4	megakaryocyte
HBD	megakaryocyte
HBE1	megakaryocyte
HBG1	megakaryocyte
HBG2	megakaryocyte
HDAC1	megakaryocyte
HDAC2	megakaryocyte
HMG20B	megakaryocyte
HPS1	megakaryocyte
HPS3	megakaryocyte
HPS4	megakaryocyte
HPS5	megakaryocyte
HPS6	megakaryocyte
HRG	megakaryocyte
HSPA5	megakaryocyte
IFNA2	megakaryocyte
IFNA4	megakaryocyte
IFNA5	megakaryocyte
IFNA6	megakaryocyte
IFNA7	megakaryocyte
IFNA8	megakaryocyte
IFNA10	megakaryocyte
IFNA13	megakaryocyte
IFNA14	megakaryocyte
IFNA16	megakaryocyte
IFNA17	megakaryocyte
IFNA21	megakaryocyte
IGF1	megakaryocyte, progenitor
IGF2	megakaryocyte
IRF1	megakaryocyte
IRF2	megakaryocyte
ISLR	megakaryocyte
ITGA1	megakaryocyte
ITGA2	megakaryocyte
ITGA2B	megakaryocyte
ITGA10	megakaryocyte
ITGB3	megakaryocyte
ITIH3	megakaryocyte
ITIH4	megakaryocyte
ITPK1	megakaryocyte
JAK2	megakaryocyte
JMJD1C	megakaryocyte, myeloid
KANK1	megakaryocyte
KAT2B	megakaryocyte, progenitor
KDM1A	megakaryocyte
KMT2B	megakaryocyte
KMT2D	megakaryocyte
KNG1	megakaryocyte
LAMP2	megakaryocyte, neutrophil granulocyte
LCP2	megakaryocyte
LEFTY2	megakaryocyte
LHFPL2	megakaryocyte
LIPH	megakaryocyte
LPAR1	megakaryocyte
LPCAT1	megakaryocyte, neutrophil granulocyte
LPCAT2	megakaryocyte, progenitor
LRP8	megakaryocyte
LY6G6F	megakaryocyte
MAFF	megakaryocyte
MAGED2	megakaryocyte
MANF	megakaryocyte
MFN1	megakaryocyte
MFN2	megakaryocyte, smooth muscle cell
MICAL1	megakaryocyte, progenitor
MIR27A	megakaryocyte, progenitor
MOV10	megakaryocyte
MPL	megakaryocyte
MSLN	megakaryocyte
MYL9	megakaryocyte
NAPG	megakaryocyte
NBEAL2	megakaryocyte, neutrophil granulocyte
NFE2	megakaryocyte
NHLRC2	megakaryocyte
NR4A3	megakaryocyte
OLA1	megakaryocyte
ORM1	megakaryocyte, neutrophil granulocyte
ORM2	megakaryocyte, neutrophil granulocyte
P2RX1	megakaryocyte, neutrophil granulocyte
P2RX2	megakaryocyte
P2RX4	megakaryocyte
P2RX5	megakaryocyte
P2RY1	megakaryocyte
P2RY12	megakaryocyte
PABPC4	megakaryocyte
PAFAH1B1	megakaryocyte
PAFAH1B2	megakaryocyte, neutrophil granulocyte
PAFAH2	megakaryocyte
PCDH7	megakaryocyte
PCYOX1L	megakaryocyte
PDE3A	megakaryocyte
PDGFA	megakaryocyte
PDGFB	megakaryocyte
PDGFC	megakaryocyte
PDGFD	megakaryocyte
PDGFRL	megakaryocyte
PEAR1	megakaryocyte
PF4	megakaryocyte
PF4V1	megakaryocyte, neuron retina horizontal cell
PFKM	megakaryocyte
PFKP	megakaryocyte
PFN1	megakaryocyte
PHACTR2	megakaryocyte
PHF21A	megakaryocyte
PLA2G4A	megakaryocyte
PLA2G7	megakaryocyte
PLAU	megakaryocyte, neutrophil granulocyte
PLCB2	megakaryocyte, taste receptor cell of taste bud
PLEK	megakaryocyte
PPBP	megakaryocyte, neutrophil granulocyte
PPIA	megakaryocyte, neutrophil granulocyte
PPP2CA	megakaryocyte
PPP2CB	megakaryocyte
PPP2R1A	megakaryocyte
PPP2R1B	megakaryocyte
PPP2R5A	megakaryocyte
PPP2R5B	megakaryocyte
PPP2R5C	megakaryocyte
PPP2R5D	megakaryocyte
PPP2R5E	megakaryocyte
PRKACB	megakaryocyte
PRKACG	megakaryocyte
PRKAR1B	megakaryocyte
PRKCA	megakaryocyte, myocyte
PRKCG	megakaryocyte
